# self avoiding walk em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    260 
1    0    1    280 
2    19    1    299 
3    19    1    299 
4    19    1    299 
5    19    1    299 
6    19    1    299 
7    19    2    319 
8    18    2    318 
9    18    3    338 
10    17    3    337 
11    16    3    336 
12    16    4    356 
13    15    4    355 
14    14    4    354 
15    14    5    374 
16    14    6    394 
17    13    6    393 
18    13    13    13 
19    12    13    12 
20    12    12    32 
21    12    11    52 
22    13    11    53 
23    13    10    73 
24    14    10    74 
25    14    10    74 
26    15    10    75 
27    16    10    76 
28    16    10    76 
29    16    9    96 
30    16    8    116 
31    17    8    117 
32    18    8    118 
33    18    7    138 
34    17    7    137 
35    17    6    157 
36    17    5    177 
37    16    5    176 
38    16    4    196 
39    15    4    195 
40    15    3    215 
41    14    3    214 
42    14    2    234 
43    15    2    235 
44    15    2    235 
45    15    1    255 
46    16    1    256 
47    16    1    256 
48    17    1    257 
49    17    0    277 
50    18    0    278 
51    18    0    278 
52    18    0    278 
53    19    0    279 
