# self avoiding walk em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    383 
1    0    19    3 
2    1    19    2 
3    1    18    22 
4    1    17    42 
5    0    17    43 
6    1    17    44 
7    1    17    44 
8    1    17    44 
9    2    17    45 
10    2    16    65 
11    2    15    85 
12    1    15    84 
13    1    15    84 
14    1    15    84 
15    1    14    104 
16    1    13    124 
17    2    13    125 
18    2    13    125 
19    3    13    126 
20    3    13    126 
21    3    13    126 
22    3    13    126 
23    4    13    127 
24    5    13    128 
25    5    13    128 
26    5    13    128 
27    5    13    128 
28    5    13    128 
29    6    13    129 
30    7    13    130 
31    7    13    130 
32    8    13    131 
33    9    13    132 
34    9    13    132 
35    9    12    152 
36    9    11    172 
37    8    11    171 
38    7    11    170 
39    7    11    170 
40    6    11    169 
41    6    11    169 
42    6    11    169 
43    6    11    169 
44    6    11    169 
45    6    11    169 
46    6    10    189 
47    5    10    188 
48    4    10    187 
49    4    10    187 
50    4    10    187 
51    3    10    186 
52    3    10    186 
53    2    10    185 
54    2    9    205 
55    3    9    206 
56    3    8    226 
57    2    8    225 
58    2    7    245 
59    2    6    265 
60    1    6    264 
61    1    5    284 
62    1    4    304 
63    2    4    305 
64    2    3    325 
65    1    3    324 
66    1    3    324 
67    0    3    323 
68    1    3    322 
69    2    3    321 
70    2    3    321 
71    2    2    341 
72    1    2    342 
73    1    2    342 
74    1    2    342 
75    0    2    343 
76    1    2    344 
77    2    2    345 
78    2    1    365 
79    3    1    366 
80    3    1    366 
81    3    1    366 
82    3    1    366 
83    3    1    366 
84    3    0    386 
85    2    0    385 
86    2    19    5 
87    1    19    4 
88    1    18    24 
89    1    18    24 
90    1    18    24 
91    1    18    24 
92    1    18    24 
93    0    18    23 
