# self avoiding walk em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    147 
1    0    1    167 
2    0    2    187 
3    1    2    186 
4    1    2    186 
5    1    3    206 
6    0    3    207 
7    0    3    207 
8    0    4    227 
9    1    4    226 
10    2    4    225 
11    3    4    224 
12    3    4    224 
13    3    5    244 
14    4    5    243 
15    4    5    243 
16    4    6    263 
17    3    6    264 
18    2    6    265 
19    2    7    285 
20    3    7    284 
21    3    8    304 
22    4    8    303 
23    4    9    323 
24    5    9    322 
25    5    9    322 
26    6    9    321 
27    6    10    341 
28    6    11    361 
29    5    11    362 
30    4    11    363 
31    4    12    383 
32    4    7    3 
33    3    7    4 
34    3    6    24 
35    4    6    23 
36    4    5    43 
37    4    4    63 
38    5    4    62 
39    5    4    62 
40    6    4    61 
41    6    4    61 
42    6    3    81 
43    6    2    101 
44    6    1    121 
45    6    0    141 
46    7    0    140 
47    12    0    159 
48    12    1    179 
49    12    2    199 
50    11    2    198 
51    10    2    197 
52    9    2    196 
53    8    2    195 
54    7    2    194 
55    7    2    194 
56    7    3    214 
57    7    4    234 
58    6    4    233 
59    6    4    233 
60    6    4    233 
61    5    4    232 
62    5    5    252 
63    6    5    253 
64    7    5    254 
65    7    6    274 
66    7    7    294 
67    7    8    314 
68    8    8    315 
69    9    8    316 
70    9    9    336 
71    9    10    356 
72    8    10    355 
73    8    10    355 
74    7    10    354 
75    6    10    353 
76    6    11    373 
77    5    11    372 
78    5    11    372 
79    5    12    392 
80    4    12    391 
81    4    7    11 
82    5    7    12 
83    6    7    13 
84    6    6    33 
85    6    5    53 
86    6    4    73 
87    5    4    72 
88    5    4    72 
89    5    4    72 
90    4    4    71 
91    4    3    91 
92    4    2    111 
93    3    2    110 
94    2    2    109 
95    1    2    108 
96    0    2    107 
97    0    1    127 
98    0    1    127 
99    0    1    127 
100    0    1    127 
101    1    1    128 
102    2    1    129 
103    2    1    129 
104    2    0    149 
105    3    0    150 
106    3    0    150 
107    4    0    151 
108    4    0    151 
109    5    0    152 
110    5    0    152 
111    5    1    172 
112    5    2    192 
113    6    2    193 
114    6    3    213 
115    6    3    213 
116    6    3    213 
117    5    3    212 
118    5    3    212 
119    4    3    211 
120    4    3    211 
121    3    3    210 
122    2    3    209 
123    2    3    209 
124    2    3    209 
125    2    4    229 
126    3    4    230 
127    3    4    230 
128    3    4    230 
129    3    4    230 
130    4    4    231 
131    4    5    251 
132    4    5    251 
133    3    5    250 
134    3    6    270 
135    3    7    290 
136    4    7    291 
137    4    8    311 
138    3    8    310 
139    3    9    330 
140    3    10    350 
141    4    10    351 
142    4    10    351 
143    4    10    351 
144    5    10    352 
