# self avoiding walk em matriz 20x20 
# tempo  x   y   sítio 
0    1    2    41 
1    2    2    42 
2    2    3    62 
3    1    3    61 
4    0    3    60 
5    0    4    80 
6    0    5    100 
7    0    6    120 
8    19    6    139 
9    18    6    138 
10    17    6    137 
11    17    7    157 
12    18    7    158 
13    18    7    158 
14    18    8    178 
15    19    8    179 
16    19    8    179 
17    0    8    160 
18    0    8    160 
19    0    9    180 
20    0    10    200 
21    1    10    201 
22    1    11    221 
23    0    11    220 
24    0    12    240 
25    1    12    241 
26    2    12    242 
27    3    12    243 
28    3    13    263 
29    2    13    262 
30    1    13    261 
31    1    14    281 
32    0    14    280 
33    0    15    300 
34    1    15    301 
35    2    15    302 
36    3    15    303 
37    3    16    323 
38    2    16    322 
39    2    17    342 
40    3    17    343 
41    3    17    343 
42    3    18    363 
43    2    18    362 
44    1    18    361 
45    0    18    360 
46    0    19    380 
47    19    19    399 
48    19    0    19 
49    18    0    18 
50    17    0    17 
51    17    0    17 
52    16    0    16 
53    15    0    15 
54    15    1    35 
55    16    1    36 
56    17    1    37 
57    17    2    57 
58    17    3    77 
59    16    3    76 
60    16    3    76 
61    16    4    96 
62    16    5    116 
63    17    5    117 
64    18    5    118 
65    19    5    119 
