# self avoiding walk em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    152 
1    0    1    172 
2    1    1    173 
3    2    1    174 
4    3    1    175 
5    3    2    195 
6    2    2    194 
7    2    3    214 
8    3    3    215 
9    3    4    235 
10    4    4    236 
11    4    4    236 
12    5    4    237 
13    6    4    238 
14    7    4    239 
15    7    5    259 
16    7    6    279 
17    6    6    278 
18    5    6    277 
19    5    7    297 
20    5    8    317 
21    5    9    337 
22    4    9    336 
23    4    10    356 
24    5    10    357 
25    5    11    377 
26    6    11    378 
27    6    12    398 
28    7    12    399 
29    12    12    380 
30    12    12    380 
31    11    12    381 
32    11    7    1 
33    12    7    0 
34    12    7    0 
35    7    7    19 
36    6    7    18 
37    6    6    38 
38    5    6    37 
39    4    6    36 
40    3    6    35 
41    3    5    55 
42    2    5    54 
43    2    5    54 
44    1    5    53 
45    1    4    73 
46    2    4    74 
47    2    4    74 
48    2    3    94 
49    2    2    114 
50    1    2    113 
51    1    2    113 
52    1    1    133 
53    0    1    132 
54    0    1    132 
55    1    1    131 
56    1    1    131 
57    2    1    130 
58    3    1    129 
59    3    0    149 
60    4    0    148 
61    5    0    147 
62    5    1    167 
63    4    1    168 
64    4    1    168 
65    4    2    188 
66    5    2    187 
67    5    3    207 
68    6    3    206 
69    6    4    226 
70    7    4    225 
71    7    5    245 
72    6    5    246 
73    6    6    266 
74    7    6    265 
75    8    6    264 
76    8    6    264 
77    8    6    264 
78    8    6    264 
79    9    6    263 
80    9    7    283 
81    10    7    282 
82    10    8    302 
83    11    8    301 
84    11    8    301 
85    11    8    301 
86    12    8    300 
87    7    8    319 
88    6    8    318 
89    6    8    318 
90    6    9    338 
91    6    10    358 
92    6    10    358 
93    7    10    359 
94    7    11    379 
95    7    11    379 
96    7    11    379 
97    7    11    379 
98    12    11    360 
99    11    11    361 
100    10    11    362 
101    9    11    363 
102    9    12    383 
103    9    7    3 
104    9    6    23 
105    8    6    24 
106    8    6    24 
107    8    6    24 
108    8    6    24 
109    8    5    44 
110    9    5    43 
111    9    5    43 
112    9    5    43 
113    9    4    63 
114    8    4    64 
115    8    3    84 
116    8    2    104 
117    9    2    103 
118    9    1    123 
119    8    1    124 
120    8    0    144 
121    7    0    145 
122    7    1    165 
123    6    1    166 
124    6    1    166 
125    6    1    166 
126    6    2    186 
127    6    2    186 
128    6    2    186 
129    7    2    185 
130    7    3    205 
131    7    3    205 
132    8    3    204 
133    8    4    224 
134    9    4    223 
135    10    4    222 
136    10    5    242 
137    10    6    262 
138    10    6    262 
139    11    6    261 
140    11    7    281 
141    12    7    280 
142    12    7    280 
143    7    7    299 
144    7    7    299 
145    6    7    298 
