# self avoiding walk em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    46 
1    1    0    47 
2    1    1    67 
3    2    1    68 
4    3    1    69 
5    3    1    69 
6    4    1    70 
7    4    1    70 
8    4    1    70 
9    4    1    70 
10    5    1    71 
11    6    1    72 
12    7    1    73 
13    7    1    73 
14    7    2    93 
15    6    2    92 
16    6    3    112 
17    6    4    132 
18    7    4    133 
19    7    5    153 
20    6    5    152 
21    6    6    172 
22    7    6    173 
23    8    6    174 
24    9    6    175 
25    9    6    175 
26    9    6    175 
27    10    6    176 
28    11    6    177 
29    11    6    177 
30    11    7    197 
31    12    7    198 
32    13    7    199 
33    13    7    199 
34    13    7    199 
35    13    7    199 
36    6    7    180 
37    6    7    180 
38    5    7    181 
39    5    7    181 
40    4    7    182 
41    3    7    183 
42    3    7    183 
43    3    8    203 
44    4    8    202 
45    5    8    201 
46    5    8    201 
47    5    9    221 
48    4    9    222 
49    4    10    242 
50    4    11    262 
51    5    11    261 
52    5    11    261 
53    6    11    260 
54    6    12    280 
55    6    13    300 
56    13    13    319 
57    12    13    318 
58    12    13    318 
59    12    14    338 
60    11    14    337 
61    11    14    337 
62    11    15    357 
63    10    15    356 
64    9    15    355 
65    9    16    375 
66    9    17    395 
67    10    17    396 
68    11    17    397 
69    12    17    398 
70    13    17    399 
71    13    17    399 
72    13    17    399 
73    13    17    399 
74    6    17    380 
75    5    17    381 
76    4    17    382 
77    4    17    382 
78    4    17    382 
79    4    17    382 
80    4    17    382 
81    3    17    383 
82    3    17    383 
83    3    17    383 
84    2    17    384 
85    2    17    384 
86    2    17    384 
87    1    17    385 
88    1    2    5 
89    1    1    25 
90    1    0    45 
91    1    0    45 
92    1    1    65 
93    2    1    64 
94    3    1    63 
95    4    1    62 
96    5    1    61 
97    6    1    60 
98    6    2    80 
99    6    3    100 
100    6    4    120 
101    13    4    139 
102    13    4    139 
103    13    4    139 
104    13    5    159 
105    6    5    140 
106    6    5    140 
107    6    6    160 
108    13    6    179 
109    12    6    178 
