# self avoiding walk em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    251 
1    1    0    252 
2    1    1    272 
3    0    1    271 
4    0    1    271 
5    1    1    270 
6    1    2    290 
7    2    2    289 
8    3    2    288 
9    3    3    308 
10    3    4    328 
11    4    4    327 
12    4    4    327 
13    4    4    327 
14    4    5    347 
15    3    5    348 
16    2    5    349 
17    2    6    369 
18    2    7    389 
19    3    7    388 
20    3    7    388 
21    4    7    387 
22    4    12    7 
23    5    12    6 
24    5    12    6 
25    5    12    6 
26    6    12    5 
27    7    12    4 
28    7    11    24 
29    7    10    44 
30    8    10    43 
31    8    10    43 
32    8    10    43 
33    8    9    63 
34    8    8    83 
35    8    7    103 
36    8    6    123 
37    7    6    124 
38    7    6    124 
39    6    6    125 
40    6    6    125 
41    5    6    126 
42    4    6    127 
43    3    6    128 
44    3    6    128 
45    2    6    129 
46    2    6    129 
47    2    5    149 
48    2    4    169 
49    1    4    170 
50    0    4    171 
51    0    4    171 
52    0    3    191 
53    0    2    211 
54    1    2    212 
55    1    1    232 
56    2    1    233 
57    2    0    253 
58    3    0    254 
59    3    0    254 
60    4    0    255 
61    4    0    255 
62    4    1    275 
63    4    2    295 
64    5    2    296 
65    6    2    297 
66    6    3    317 
67    5    3    316 
68    5    4    336 
69    6    4    337 
70    6    5    357 
71    6    6    377 
72    7    6    378 
73    7    6    378 
74    7    7    398 
75    6    7    397 
76    5    7    396 
77    4    7    395 
78    4    12    15 
79    3    12    14 
80    3    12    14 
81    3    11    34 
82    2    11    33 
83    2    11    33 
84    2    10    53 
85    3    10    54 
86    4    10    55 
87    4    10    55 
88    4    10    55 
89    4    9    75 
90    3    9    74 
91    3    8    94 
92    2    8    93 
93    2    7    113 
94    1    7    112 
95    0    7    111 
96    0    7    111 
97    0    6    131 
98    1    6    132 
99    2    6    133 
100    3    6    134 
101    3    6    134 
102    3    5    154 
103    2    5    153 
104    2    4    173 
105    1    4    172 
106    1    4    172 
107    1    3    192 
108    2    3    193 
109    2    2    213 
110    2    2    213 
111    2    2    213 
112    2    2    213 
113    3    2    214 
114    3    2    214 
115    4    2    215 
116    5    2    216 
117    6    2    217 
118    6    1    237 
119    6    0    257 
120    6    1    277 
121    5    1    276 
