# self avoiding walk em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    216 
1    1    0    217 
2    1    0    217 
3    1    0    217 
4    1    0    217 
5    1    1    237 
6    1    2    257 
7    1    3    277 
8    0    3    276 
9    0    4    296 
10    1    4    295 
11    1    5    315 
12    2    5    314 
13    2    6    334 
14    1    6    335 
15    1    7    355 
16    0    7    356 
17    0    7    356 
18    1    7    357 
19    1    7    357 
20    2    7    358 
21    2    7    358 
22    2    7    358 
23    2    8    378 
24    3    8    379 
25    3    8    379 
26    3    9    399 
27    16    9    380 
28    15    9    381 
29    15    9    381 
30    15    9    381 
31    15    10    1 
32    14    10    2 
33    14    10    2 
34    14    10    2 
35    14    9    22 
36    14    8    42 
37    13    8    43 
38    13    7    63 
39    12    7    64 
40    11    7    65 
41    11    6    85 
42    11    5    105 
43    12    5    104 
44    12    4    124 
45    12    3    144 
46    13    3    143 
47    14    3    142 
48    14    2    162 
49    14    1    182 
50    13    1    183 
51    13    0    203 
52    12    0    204 
53    12    0    204 
54    12    0    204 
55    11    0    205 
56    11    0    205 
57    11    1    225 
58    12    1    224 
59    13    1    223 
60    13    1    223 
61    14    1    222 
62    14    1    222 
63    15    1    221 
64    15    1    221 
65    15    1    221 
66    15    2    241 
67    16    2    240 
68    16    2    240 
69    16    3    260 
70    3    3    279 
71    3    4    299 
72    16    4    280 
73    16    4    280 
74    16    5    300 
75    15    5    301 
76    15    6    321 
77    16    6    320 
78    3    6    339 
79    3    7    359 
80    3    7    359 
81    3    7    359 
82    16    7    340 
83    15    7    341 
84    15    8    361 
85    15    8    361 
86    16    8    360 
