# self avoiding walk em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    282 
1    1    0    281 
2    1    0    281 
3    1    0    281 
4    1    1    301 
5    1    2    321 
6    0    2    322 
7    0    2    322 
8    0    3    342 
9    1    3    343 
10    2    3    344 
11    2    4    364 
12    1    4    363 
13    0    4    362 
14    0    5    382 
15    0    14    2 
16    0    13    22 
17    1    13    21 
18    1    12    41 
19    1    11    61 
20    2    11    60 
21    2    10    80 
22    1    10    81 
23    0    10    82 
24    0    9    102 
25    0    8    122 
26    1    8    121 
27    1    7    141 
28    2    7    140 
29    2    6    160 
30    2    5    180 
31    1    5    181 
32    1    5    181 
33    1    4    201 
34    0    4    202 
35    0    4    202 
36    0    3    222 
37    1    3    221 
38    2    3    220 
39    17    3    239 
40    16    3    238 
41    16    3    238 
42    16    2    258 
43    17    2    259 
44    17    2    259 
45    17    2    259 
46    17    1    279 
47    17    0    299 
48    2    0    280 
49    2    0    280 
50    2    1    300 
51    17    1    319 
52    17    2    339 
53    2    2    320 
54    2    3    340 
55    2    4    360 
56    1    4    361 
57    1    4    361 
58    1    4    361 
59    1    5    381 
60    1    5    381 
61    1    14    1 
62    2    14    0 
63    17    14    19 
64    17    13    39 
65    16    13    38 
66    16    12    58 
67    17    12    59 
68    17    12    59 
69    17    11    79 
70    16    11    78 
71    16    11    78 
72    16    10    98 
73    16    9    118 
74    16    8    138 
75    16    7    158 
76    17    7    159 
77    17    6    179 
78    17    5    199 
79    17    5    199 
80    17    4    219 
81    2    4    200 
