# self avoiding walk em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    2 
1    1    0    3 
2    1    0    3 
3    1    1    23 
4    2    1    24 
5    2    2    44 
6    2    3    64 
7    3    3    65 
8    3    4    85 
9    4    4    86 
10    5    4    87 
11    6    4    88 
12    6    4    88 
13    7    4    89 
14    8    4    90 
15    9    4    91 
16    9    5    111 
17    8    5    110 
18    8    6    130 
19    9    6    131 
20    9    7    151 
21    10    7    152 
22    10    8    172 
23    10    9    192 
24    10    10    212 
25    11    10    213 
26    11    10    213 
27    11    11    233 
28    10    11    232 
29    9    11    231 
30    9    11    231 
31    9    12    251 
32    9    13    271 
33    9    14    291 
34    8    14    290 
35    8    15    310 
36    7    15    309 
37    7    15    309 
38    7    16    329 
39    7    17    349 
40    8    17    350 
41    8    18    370 
42    8    19    390 
43    8    0    10 
44    8    1    30 
45    7    1    29 
46    6    1    28 
47    6    2    48 
48    5    2    47 
49    5    2    47 
50    5    3    67 
51    4    3    66 
