# self avoiding walk em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    328 
1    1    0    327 
2    1    1    347 
3    1    2    367 
4    2    2    366 
5    2    3    386 
6    2    16    6 
7    3    16    5 
8    3    16    5 
9    3    15    25 
10    4    15    24 
11    4    14    44 
12    4    13    64 
13    5    13    63 
14    6    13    62 
15    7    13    61 
16    7    12    81 
17    6    12    82 
18    6    11    102 
19    6    10    122 
20    6    9    142 
21    6    8    162 
22    5    8    163 
23    4    8    164 
24    4    8    164 
25    4    8    164 
26    3    8    165 
27    3    8    165 
28    2    8    166 
29    2    7    186 
30    1    7    187 
31    1    7    187 
32    0    7    188 
33    1    7    189 
34    2    7    190 
35    2    6    210 
36    1    6    209 
37    1    5    229 
38    0    5    228 
39    1    5    227 
40    1    5    227 
41    1    4    247 
42    2    4    246 
43    2    4    246 
44    2    3    266 
45    2    2    286 
46    2    1    306 
47    2    0    326 
48    2    1    346 
49    2    1    346 
50    3    1    345 
51    4    1    344 
52    4    1    344 
53    5    1    343 
54    5    1    343 
55    5    2    363 
56    5    3    383 
57    5    16    3 
58    5    15    23 
59    5    15    23 
60    5    14    43 
61    5    14    43 
62    5    14    43 
63    5    14    43 
64    5    14    43 
65    6    14    42 
66    7    14    41 
67    7    14    41 
68    8    14    40 
69    8    13    60 
70    8    13    60 
71    8    13    60 
72    8    12    80 
73    11    12    99 
74    11    11    119 
75    11    10    139 
76    11    9    159 
77    8    9    140 
78    8    8    160 
79    11    8    179 
80    11    7    199 
81    11    6    219 
82    11    5    239 
83    11    4    259 
84    8    4    240 
85    8    3    260 
86    8    2    280 
87    7    2    281 
88    6    2    282 
89    5    2    283 
90    5    2    283 
91    4    2    284 
92    3    2    285 
93    3    1    305 
94    3    1    305 
95    3    1    305 
96    3    0    325 
97    3    0    325 
98    4    0    324 
99    4    0    324 
100    4    0    324 
101    4    0    324 
102    5    0    323 
103    5    0    323 
104    5    0    323 
105    5    0    323 
106    6    0    322 
107    6    1    342 
108    7    1    341 
109    7    1    341 
110    7    1    341 
111    7    1    341 
112    7    1    341 
113    8    1    340 
114    11    1    359 
115    11    1    359 
116    10    1    358 
117    10    1    358 
118    10    2    378 
119    10    3    398 
120    9    3    397 
121    8    3    396 
122    8    16    16 
123    9    16    17 
124    9    16    17 
125    9    15    37 
126    9    14    57 
127    8    14    56 
128    7    14    55 
129    7    13    75 
130    6    13    74 
131    6    12    94 
132    7    12    95 
133    8    12    96 
134    9    12    97 
135    9    11    117 
136    10    11    118 
137    10    11    118 
138    10    11    118 
139    10    11    118 
140    10    11    118 
141    10    11    118 
142    10    11    118 
143    10    11    118 
144    10    11    118 
145    10    11    118 
146    10    10    138 
147    10    10    138 
148    10    10    138 
149    10    9    158 
150    10    8    178 
151    10    8    178 
152    10    7    198 
153    10    7    198 
154    10    7    198 
155    9    7    197 
156    9    6    217 
157    10    6    218 
158    10    6    218 
159    10    5    238 
160    10    5    238 
161    10    5    238 
162    10    4    258 
163    9    4    257 
164    8    4    256 
165    8    3    276 
166    8    2    296 
167    9    2    297 
168    9    2    297 
169    9    2    297 
170    9    2    297 
171    9    1    317 
172    9    0    337 
173    8    0    336 
174    8    1    356 
175    9    1    357 
176    9    1    357 
177    9    1    357 
178    9    1    357 
179    9    1    357 
180    9    2    377 
181    8    2    376 
182    7    2    375 
183    7    2    375 
184    6    2    374 
185    5    2    373 
186    5    3    393 
187    4    3    392 
188    4    16    12 
189    3    16    11 
190    3    16    11 
191    2    16    10 
192    1    16    9 
193    1    16    9 
194    1    16    9 
195    0    16    8 
196    1    16    7 
197    1    16    7 
198    1    16    7 
199    1    15    27 
200    1    14    47 
201    1    13    67 
202    1    12    87 
203    1    11    107 
204    0    11    108 
205    1    11    109 
206    2    11    110 
207    2    10    130 
208    1    10    129 
209    1    9    149 
210    0    9    148 
211    0    9    148 
212    1    9    147 
213    2    9    146 
214    3    9    145 
215    3    9    145 
216    4    9    144 
217    4    9    144 
218    5    9    143 
