# self avoiding walk em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    170 
1    0    1    190 
2    1    1    191 
3    1    1    191 
4    1    2    211 
5    2    2    212 
6    3    2    213 
7    3    3    233 
8    2    3    232 
9    2    4    252 
10    3    4    253 
11    3    4    253 
12    4    4    254 
13    4    5    274 
14    5    5    275 
15    5    5    275 
16    5    5    275 
17    5    5    275 
18    5    6    295 
19    5    7    315 
20    4    7    314 
21    4    8    334 
22    3    8    333 
23    3    9    353 
24    3    10    373 
25    2    10    372 
26    2    10    372 
27    2    11    392 
28    2    8    12 
29    1    8    11 
30    1    7    31 
31    1    6    51 
32    0    6    50 
33    0    5    70 
34    1    5    71 
35    1    4    91 
36    0    4    90 
37    1    4    89 
38    1    4    89 
39    2    4    88 
40    2    4    88 
41    2    3    108 
42    3    3    107 
43    3    3    107 
44    3    2    127 
45    4    2    126 
46    4    1    146 
47    5    1    145 
48    5    1    145 
49    5    1    145 
50    5    0    165 
51    4    0    166 
52    3    0    167 
53    3    0    167 
54    3    1    187 
55    4    1    186 
56    5    1    185 
57    5    2    205 
58    6    2    204 
59    6    3    224 
60    5    3    225 
61    5    4    245 
62    6    4    244 
63    6    4    244 
64    7    4    243 
65    8    4    242 
66    8    5    262 
67    7    5    263 
68    7    6    283 
69    8    6    282 
70    8    6    282 
71    8    6    282 
72    8    7    302 
73    7    7    303 
74    6    7    304 
75    6    7    304 
76    6    7    304 
77    5    7    305 
78    5    8    325 
79    4    8    326 
80    3    8    327 
81    3    8    327 
82    3    8    327 
83    3    8    327 
84    2    8    328 
85    1    8    329 
86    0    8    330 
87    0    9    350 
88    1    9    349 
89    1    10    369 
90    2    10    368 
91    2    10    368 
92    2    10    368 
93    2    10    368 
94    3    10    367 
95    3    10    367 
96    3    11    387 
97    2    11    388 
98    2    8    8 
99    3    8    7 
100    4    8    6 
101    4    7    26 
102    5    7    25 
103    5    7    25 
104    5    7    25 
105    5    6    45 
106    4    6    46 
107    4    6    46 
108    3    6    47 
109    3    6    47 
110    3    6    47 
111    3    5    67 
112    2    5    68 
113    2    5    68 
114    1    5    69 
