# self avoiding walk em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    391 
1    0    19    11 
2    1    19    10 
3    2    19    9 
4    3    19    8 
5    3    18    28 
6    4    18    27 
7    4    17    47 
8    4    16    67 
9    3    16    68 
10    3    16    68 
11    3    16    68 
12    3    15    88 
13    2    15    89 
14    2    15    89 
15    2    14    109 
16    2    13    129 
17    3    13    128 
18    3    12    148 
19    2    12    149 
20    2    11    169 
21    1    11    170 
22    1    11    170 
23    1    11    170 
24    0    11    171 
25    0    11    171 
26    0    11    171 
27    0    11    171 
28    0    11    171 
29    0    10    191 
30    0    9    211 
31    1    9    212 
32    1    9    212 
33    2    9    213 
34    2    9    213 
35    2    8    233 
36    3    8    234 
37    3    7    254 
38    2    7    253 
39    2    7    253 
40    2    6    273 
41    1    6    272 
42    1    6    272 
43    1    6    272 
44    0    6    271 
45    1    6    270 
46    1    6    270 
47    1    6    270 
48    1    5    290 
49    0    5    291 
50    1    5    292 
51    2    5    293 
52    2    5    293 
53    2    4    313 
54    3    4    314 
55    3    4    314 
56    4    4    315 
57    5    4    316 
58    5    4    316 
59    5    4    316 
60    5    3    336 
61    6    3    337 
62    6    2    357 
63    7    2    358 
64    7    1    378 
65    8    1    379 
66    8    0    399 
67    7    0    398 
68    6    0    397 
69    6    0    397 
70    6    0    397 
71    5    0    396 
72    5    19    16 
73    5    18    36 
74    4    18    35 
75    3    18    34 
76    3    17    54 
77    4    17    55 
78    4    16    75 
79    4    15    95 
80    3    15    94 
81    3    15    94 
82    2    15    93 
83    1    15    92 
84    0    15    91 
85    0    15    91 
86    1    15    90 
87    1    15    90 
88    1    15    90 
89    1    15    90 
90    1    15    90 
91    1    15    90 
92    1    14    110 
93    1    14    110 
94    0    14    111 
95    1    14    112 
96    1    13    132 
97    1    12    152 
98    0    12    151 
99    0    12    151 
100    1    12    150 
